weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
,2024-05-09 00:50,London,Spring,15.8,72.0,2.8,10.5,3293,Clear,983.6
7312.0,2024-04-03 03:59,London,Spring,12.4,100.0,0.9,17.6,1081,Clear,1001.8
7313.0,02/05/2024 02PM,London,Spring,15.2,29.0,1.5,30.6,71,,1007.3
7314.0,2024-04-07 12:48,London,Spring,16.4,95.0,7.9,27.7,4370,Snow,1035.9
7315.0,2024-07-05 08:02,London,Summer,16.0,86.0,2.5,23.2,3861,Rain,990.6
,,London,Summer,22.2,40.0,3.5,22.5,8800,Clear,1044.9
7317.0,2024-04-02 15:50,London,Spring,10.7,75.0,4.2,8.1,1011,Clear,1012.6
7318.0,10/06/2024 06PM,London,Summer,20.9,63.0,10.1,17.2,921,Clear,1037.0
7319.0,2024-03-25 21:20,London,Spring,9.7,,8.9,31.7,5564,Fog,1033.7
7320.0,2024-01-23 17:24,London,Winter,-0.8,91.0,3.3,42.5,1306,Clear,986.9
7321.0,2024-04-16 15:01,London,Spring,13.0,52.0,198.5,28.1,Unknown,Clear,1034.9
7322.0,2024-02-12 04:04,London,Winter,2.3,57.0,2.7,12.1,6811,Rain,1013.6
,2024-03-25 09:31,London,Spring,14.1,55.0,0.8,48.0,767,Clear,1034.9
7324.0,2024-06-16 02:00,London,Summer,20.0,54.0,7.5,49.0,557,Rain,1009.1
7325.0,2024-01-17 00:18,London,Winter,1.6,37.0,0.1,3.7,5114,Clear,1005.8
7326.0,2024-09-27 15:37,London,Autumn,,-10.0,195.3,6.8,2631,Snow,1019.6
7327.0,2024-03-14 13:31,London,Spring,13.9,76.0,0.1,4.7,8464,Rain,1010.6
7328.0,2099-13-59 86:62,London,,11.5,40.0,0.4,47.4,7068,Clear,992.6
7329.0,2024-05-02T05:35:00Z,London,Spring,11.7,22.0,,11.1,6066,Clear,978.8
7330.0,,London,Summer,22.8,23.0,198.2,26.2,8459,Clear,988.1
7331.0,2024-08-19 09:54,London,Summer,19.4,21.0,1.8,77.1,8176,Rain,1012.3
7332.0,21/07/2024 05AM,London,Summer,18.8,21.0,0.3,20.2,9129,Storm,986.7
7333.0,2099-13-46 63:62,London,Winter,2.2,24.0,4.4,9.0,7602,Fog,1021.3
7334.0,07/02/2024 04PM,London,Winter,3.1,86.0,0.0,25.2,6843,Storm,1003.1
7335.0,,London,Autumn,11.8,93.0,168.3,10.0,8901,Clear,1050.0
7336.0,18/04/2024 10PM,London,Spring,13.3,80.0,1.1,300.0,7094,Clear,1003.2
7337.0,2024-01-17T14:40:00Z,London,Winter,7.9,69.0,157.3,12.0,9503,Snow,1031.1
7338.0,2024-09-05T06:45:00Z,London,Autumn,10.7,88.0,0.1,20.3,1281,Clear,1024.4
7339.0,2024-02-20 06:40,London,Winter,4.7,43.0,20.0,9.7,238,Snow,1046.2
7340.0,2024-04-17 17:05,London,Spring,15.0,-10.0,13.9,29.1,7594,Rain,1013.4
7341.0,2024-02-08 21:06,London,Winter,-1.2,84.0,5.7,25.3,9826,Clear,984.0
7342.0,2099-13-65 45:80,London,Winter,5.7,24.0,3.0,0.7,6171,Clear,1020.1
7343.0,2024-05-09 10:57,London,Spring,9.2,67.0,7.7,8.1,26140,Rain,1034.3
7344.0,2099-13-75 52:96,London,Autumn,8.9,70.0,3.7,,2551,Clear,1023.4
7345.0,2024-11-14T13:37:00Z,London,Autumn,10.2,80.0,3.6,22.1,4593,Rain,958.8
7346.0,29/06/2024 06PM,London,Summer,17.4,65.0,1.4,8.2,7242,Fog,1050.0
7347.0,03/06/2024 04PM,London,Summer,21.8,36.0,3.7,4.7,8592,Clear,1007.3
7348.0,2024-01-01 16:43,London,Winter,-30.0,81.0,7.9,10.8,1317,,
7349.0,2024-02-19 06:09,London,Winter,3.4,73.0,11.9,36.2,4682,Rain,1015.3
7349.0,16/04/2024 12PM,London,Spring,15.3,42.0,0.5,18.3,6680,Clear,1004.9
7351.0,2024-04-09 00:16,London,Spring,10.1,84.0,8.9,27.8,7049,Clear,1017.1
7352.0,2024-10-02 18:28,London,Autumn,6.8,92.0,4.3,300.0,3064,Clear,998.1
7353.0,,London,Summer,15.8,150.0,15.5,77.3,7637,Clear,1000.8
7354.0,2024-03-23 12:44,London,Spring,14.5,88.0,97.3,9.6,3598,Rain,1029.9
7355.0,2024-09-30 22:43,London,Autumn,12.8,69.0,5.1,8.9,212,Fog,1023.0
7356.0,2024-09-06 21:16,London,Autumn,10.4,74.0,5.1,32.5,4946,Clear,1022.8
7357.0,,London,Autumn,8.5,79.0,172.5,32.2,5482,Rain,1010.5
7358.0,2024-04-06 11:48,London,Spring,12.3,38.0,0.0,3.3,Very Poor,Clear,1038.3
7359.0,2024-02-07 20:50,London,Winter,-3.9,32.0,5.3,12.2,5369,Snow,1011.0
7360.0,,London,Autumn,13.3,25.0,3.8,30.5,7656,Rain,1034.4
7361.0,2024-04-01 19:12,London,Spring,60.0,46.0,131.7,24.3,7171,,1030.4
7362.0,2024-07-27 04:57,London,Summer,22.9,98.0,11.5,9.5,1359,Rain,981.9
7363.0,21/01/2024 04AM,London,Winter,,54.0,165.3,45.6,8212,Rain,989.3
7364.0,2099-13-51 63:76,London,,6.5,80.0,0.1,24.0,6852,Fog,1022.9
7365.0,2024-04-06 10:46,London,Spring,16.2,49.0,7.6,13.7,255,Rain,1020.0
7366.0,2024-08-19 00:48,London,Summer,18.1,64.0,13.8,16.4,159,Rain,1038.2
7367.0,2099-13-93 95:61,London,Autumn,11.7,59.0,0.2,13.9,93,Rain,978.4
7368.0,26/09/2024 11PM,London,Autumn,8.2,38.0,,9.1,8385,Fog,1037.7
7369.0,2099-13-51 41:63,London,Spring,7.4,65.0,1.3,14.5,7373,Fog,1027.2
7370.0,2099-13-51 58:89,London,,16.6,35.0,2.5,27.8,8486,Clear,1006.3
7371.0,2024-07-11T04:30:00Z,London,Summer,19.7,64.0,2.6,16.5,,Rain,1010.2
7372.0,,London,Summer,25.4,97.0,0.2,32.6,6860,Fog,1021.9
7373.0,2024-04-19T19:02:00Z,London,Spring,13.0,,175.3,14.6,,Clear,989.1
7374.0,2024-03-21 18:28,London,Spring,14.2,89.0,1.5,32.1,3475,Fog,1011.4
7374.0,2024-06-01 14:56,London,Summer,22.4,75.0,12.6,10.0,2058,Clear,1015.7
7376.0,06/09/2024 12PM,London,Autumn,100.0,56.0,5.8,42.2,22824,,
7377.0,2024-08-04 18:50,London,Summer,20.6,32.0,1.1,14.1,3205,Clear,994.8
7378.0,2024-08-29 08:10,London,Summer,22.6,51.0,1.9,35.0,Unknown,Storm,996.3
7379.0,2024-05-27 23:08,London,Spring,15.3,49.0,7.0,6.1,5718,Clear,968.8
7380.0,2024-02-07 12:08,London,Winter,1.8,81.0,1.9,6.5,54,Snow,1026.6
7381.0,2099-13-40 71:84,London,,35.1,91.0,0.4,36.9,7107,Clear,1017.7
7382.0,2024-08-16 01:49,London,Summer,20.2,37.0,4.5,11.9,7830,Fog,1047.1
7383.0,2024-01-29 09:20,London,Winter,2.6,42.0,4.5,5.3,5671,Clear,974.4
7383.0,2024-08-02T05:03:00Z,London,Summer,19.1,71.0,88.1,1.9,8532,Clear,995.6
7385.0,2024-02-06 02:22,London,Winter,2.5,40.0,1.1,20.9,8187,Storm,987.8
7386.0,,London,Autumn,11.9,-5.0,8.5,4.2,48564,Rain,994.8
7387.0,,London,Winter,3.2,27.0,6.8,29.3,2810,Clear,1023.9
,,London,Spring,15.8,33.0,0.4,7.9,8111,Rain,1013.3
7389.0,2024-02-11 05:14,London,Winter,-0.8,59.0,4.8,23.7,3262,Rain,1020.0
7390.0,2024-04-09 21:56,London,Spring,13.3,79.0,0.4,39.7,8420,Clear,991.3
7391.0,2024-01-13T07:56:00Z,London,Winter,-2.9,68.0,2.5,38.1,9455,Clear,992.5
7392.0,2099-13-83 28:92,London,Autumn,14.6,88.0,14.0,32.0,7651,Clear,1021.9
7393.0,03/08/2024 01PM,London,Summer,16.4,37.0,1.7,15.5,4621,Storm,1007.6
7394.0,2024-04-29 19:21,London,Spring,16.9,89.0,0.5,14.7,1382,,
7395.0,2024-01-29 08:32,London,Winter,1.1,100.0,4.7,250.0,5516,Clear,1015.4
7396.0,2024-03-28 04:32,London,Spring,15.5,94.0,0.7,,1411,Rain,1031.4
7397.0,2024-02-23 05:07,London,Winter,,56.0,12.1,9.5,8707,Clear,1007.3
7398.0,2024-03-18 13:35,London,Spring,13.8,73.0,5.3,69.7,227,Clear,1030.1
7399.0,2024-05-08 18:13,London,Spring,14.5,77.0,5.2,36.9,4437,Clear,1012.2
7400.0,2024-08-24T04:00:00Z,London,Summer,23.7,22.0,1.8,35.5,622,Storm,1002.0
7401.0,2024-05-05 19:22,London,Spring,100.0,64.0,12.6,17.5,5624,Fog,1030.9
7402.0,2024-02-27T16:09:00Z,London,Winter,,45.0,1.3,,4876,Clear,1009.8
7403.0,26/08/2024 08AM,London,Summer,16.8,22.0,10.4,33.3,8003,Clear,1016.8
7404.0,2024-06-23 16:32,London,Summer,16.9,94.0,5.4,70.9,3266,,986.9
7405.0,2024-10-10 15:02,London,Autumn,10.5,71.0,4.0,12.7,9599,Clear,1000.7
7406.0,2024-09-18T02:58:00Z,London,Autumn,13.9,98.0,6.2,47.1,6328,Clear,999.0
7407.0,17/02/2024 07AM,London,Winter,1.5,90.0,9.3,8.5,25532,Snow,
7408.0,2024-07-29T10:00:00Z,London,Summer,21.7,88.0,4.5,9.7,6840,Fog,1029.3
7409.0,2024-04-23T13:30:00Z,London,Spring,15.3,39.0,155.5,36.6,6166,Rain,994.9
7410.0,2024-08-04 13:27,London,Summer,22.5,54.0,153.8,30.8,1525,Rain,1006.0
7411.0,2024-07-24 20:29,London,Summer,14.9,32.0,9.2,2.9,4716,Rain,973.4
7412.0,24/09/2024 03PM,London,Autumn,10.6,37.0,4.7,250.0,2647,Storm,989.1
7413.0,2024-05-17 01:37,London,Spring,6.4,53.0,19.0,7.7,5689,Rain,1046.9
7414.0,2024-01-04 03:00,London,Winter,1.9,54.0,2.8,47.5,5280,Clear,1022.8
7415.0,2024-01-16 04:05,London,Winter,3.7,61.0,1.1,28.5,7075,Rain,998.5
7416.0,2024-03-04 10:12,,Spring,11.0,56.0,20.4,4.1,3944,Clear,1000.0
7417.0,2099-13-75 31:92,London,Winter,1.7,24.0,3.4,44.5,4535,Rain,994.4
7418.0,2024-08-28 22:02,London,Summer,20.2,,,12.4,9842,Rain,1023.4
7419.0,2024-04-18 13:48,London,Spring,11.3,52.0,12.1,10.2,9076,Snow,1031.7
7420.0,2024-05-05 10:00,London,Spring,14.9,89.0,,10.6,6098,Fog,1027.8
7421.0,2024-04-25 09:00,London,Spring,14.2,69.0,13.3,13.1,9517,Clear,1004.4
7422.0,,London,Summer,20.9,80.0,0.4,,5228,Rain,1022.1
7423.0,2024-01-27 15:00,London,Winter,4.4,74.0,4.9,2.2,9339,Clear,1012.2
7424.0,2024-07-05 21:25,London,Summer,14.9,83.0,0.2,3.4,821,Rain,1039.7
7425.0,2024-02-22 03:04,London,Winter,0.6,63.0,2.6,150.0,1855,,1012.4
7426.0,2024-04-04 04:00,London,Spring,10.9,86.0,6.4,4.7,2473,Fog,1003.0
7427.0,2024-04-22 12:56,London,Spring,12.0,31.0,3.5,200.0,1001,Clear,1026.7
7427.0,2024-02-08 15:22,London,Winter,4.7,53.0,2.1,8.1,8259,Clear,1022.0
7429.0,2099-13-44 82:98,London,Spring,13.1,47.0,5.5,,,Clear,1025.3
7429.0,2099-13-42 25:86,London,Winter,5.6,44.0,0.3,39.3,3943,Clear,1009.6
7429.0,2024-05-16 21:04,London,Autumn,8.9,77.0,0.6,30.5,5391,Clear,1021.9
7429.0,2024-02-17 13:18,London,Winter,-2.0,88.0,0.3,13.8,5493,Rain,1007.5
7433.0,,London,Autumn,8.0,80.0,2.3,21.3,3954,Clear,1026.2
7434.0,2024-03-19 11:20,London,Spring,13.1,42.0,131.6,13.1,2760,Clear,1014.8
7435.0,2024-02-18 16:16,London,Winter,-0.3,79.0,2.5,29.8,N/A,Clear,997.2
7436.0,2024-10-22 12:36,London,Autumn,8.9,65.0,2.1,4.3,,Clear,1009.1
7437.0,2099-13-41 67:79,London,Autumn,10.3,34.0,10.6,5.4,,Clear,977.1
7438.0,11/08/2024 02AM,London,Summer,19.9,52.0,4.2,1.4,7927,Clear,980.8
7439.0,2024-02-20T04:34:00Z,London,Winter,1.5,76.0,0.3,13.2,849,Rain,1042.6
7440.0,2024-05-11T02:40:00Z,London,Spring,9.9,43.0,6.2,21.0,5674,Clear,1020.8
7441.0,,London,Summer,17.5,20.0,195.6,6.4,991,Clear,1016.3
7442.0,2024-01-20 20:00,,Winter,1.7,32.0,1.8,6.4,5622,Rain,1010.3
7443.0,2024-05-03 16:45,London,Spring,12.5,85.0,177.3,31.9,9666,Storm,1027.0
7444.0,2024-01-30 10:45,London,Winter,2.8,32.0,156.9,6.2,1421,Rain,984.3
7445.0,2024-01-16 01:48,London,Winter,4.8,67.0,0.8,250.0,1327,Clear,1027.9
7446.0,,London,Autumn,12.6,68.0,0.9,6.7,757,Clear,
7447.0,2024-06-12 17:25,London,Summer,22.1,99.0,3.1,11.4,2970,Clear,982.5
7448.0,2024-03-31 14:33,London,Spring,13.9,65.0,4.1,5.0,22164,Rain,989.7
7449.0,2024-09-12T03:30:00Z,London,Autumn,6.6,27.0,11.9,56.6,1960,Clear,1013.1
7450.0,2099-13-55 34:62,London,Winter,1.2,24.0,1.9,25.0,6891,Rain,998.6
7451.0,2024-05-17 16:35,London,Spring,12.9,87.0,13.6,1.4,3021,Rain,1018.4
7452.0,2024-01-22 23:06,,Winter,5.2,71.0,1.6,47.9,4249,Clear,994.5
7453.0,2024-08-30 05:07,London,Summer,19.4,-10.0,1.3,10.9,2024,Clear,1006.5
7454.0,12/11/2024 10PM,London,Autumn,10.9,58.0,13.6,12.5,5135,Snow,1004.4
7455.0,05/05/2024 09PM,London,Spring,14.4,27.0,0.6,26.9,7270,Clear,1023.2
7456.0,2024-03-02 08:00,London,Spring,8.5,150.0,8.6,21.4,221,Clear,1017.8
7457.0,2024-02-25 23:18,London,Winter,,98.0,10.6,16.1,3525,Storm,990.6
7458.0,29/02/2024 03PM,London,Winter,-1.1,30.0,0.2,,8247,Clear,1006.4
,2024-04-26 18:43,London,Spring,12.3,84.0,0.9,12.8,Very Poor,Storm,979.6
7460.0,2024-07-11 23:20,London,Summer,18.7,64.0,4.4,11.7,1191,Clear,1000.2
7461.0,2024-09-09 06:11,London,Autumn,11.3,98.0,7.4,12.7,2149,,997.5
7462.0,2024-05-13 12:12,London,Spring,13.4,43.0,7.1,12.1,7041,Rain,1014.7
7463.0,,London,,8.2,90.0,7.8,3.3,9853,Clear,1023.1
7464.0,2099-13-77 77:71,London,,6.8,34.0,2.4,80.0,4186,Storm,1050.0
7465.0,2024-02-08 02:32,London,Winter,2.8,22.0,9.7,38.6,5464,,1010.5
,2099-13-63 65:74,London,Summer,21.2,69.0,10.2,7.0,6469,Rain,972.0
7467.0,2024-05-31T05:42:00Z,London,Spring,13.3,91.0,19.6,36.1,6602,Rain,996.2
7468.0,2024-04-11 09:18,London,Spring,13.6,47.0,4.2,15.4,3876,Clear,1046.5
7469.0,2024-03-19 04:12,London,Summer,21.5,20.0,6.8,14.8,9240,Rain,982.6
7470.0,2024-05-21 12:05,London,Spring,11.3,57.0,2.0,15.1,1761,Snow,1017.4
7471.0,2024-01-27 11:30,London,Winter,-1.1,71.0,21.8,16.5,9590,Clear,1023.2
7472.0,2024-05-29 16:21,London,Spring,15.8,94.0,3.5,13.6,9494,Rain,1023.9
7473.0,2099-13-64 87:89,London,Spring,11.6,68.0,3.1,22.6,4908,Fog,1006.4
7474.0,,London,Summer,60.0,35.0,4.0,37.4,3392,Clear,1003.9
7475.0,2024-02-04 23:34,London,Winter,5.9,93.0,12.8,4.5,1388,Rain,1028.4
7476.0,2024-03-02 16:28,London,Spring,14.5,55.0,3.7,40.8,8881,Fog,1026.0
,,London,Spring,11.5,54.0,2.3,16.0,7616,Clear,1010.3
7478.0,2024-01-07 18:36,London,Winter,2.3,20.0,5.8,24.0,1952,Storm,980.6
7479.0,2099-13-84 55:73,London,Summer,19.7,25.0,1.5,18.4,5328,Fog,1015.0
7480.0,2024-01-18 22:12,London,Winter,0.6,36.0,1.4,26.5,4855,Storm,1022.9
7481.0,2024-02-14 19:00,London,Winter,3.7,22.0,1.7,18.8,8529,Rain,1031.7
7481.0,07/07/2024 12AM,London,Summer,19.3,90.0,19.5,,3015,,1010.2
7483.0,05/01/2024 11PM,London,Winter,3.5,42.0,0.2,32.4,1219,Clear,999.3
7484.0,2024-08-23 03:20,London,Summer,23.0,54.0,3.2,12.7,2941,Clear,990.7
7485.0,2024-09-30 00:52,London,Autumn,8.7,85.0,1.3,6.8,5260,Rain,1000.6
7486.0,2024-04-01 11:12,London,Spring,9.2,26.0,186.2,29.0,4215,Snow,1045.1
7487.0,2024-03-29 20:00,London,Spring,11.5,87.0,176.0,7.6,21710,Clear,985.8
7488.0,2024-08-28 18:04,London,Summer,-50.0,84.0,11.2,300.0,3861,Snow,1008.7
7489.0,2024-04-09 08:00,London,Spring,10.1,57.0,7.7,16.0,1766,,1029.3
7490.0,2024-05-02 23:12,London,Spring,11.7,89.0,18.6,57.6,7497,Rain,1047.9
7491.0,,London,Winter,-2.0,62.0,0.3,10.5,6908,Clear,1050.0
7492.0,2024-01-10T07:10:00Z,London,Winter,4.9,71.0,4.7,4.8,2764,,
7493.0,09/01/2024 05PM,London,Winter,-2.2,88.0,166.9,,3230,Rain,1012.7
7494.0,2024-02-24 04:16,London,Winter,2.9,48.0,135.7,11.7,8485,Snow,
7495.0,28/03/2024 02PM,London,Spring,8.9,42.0,4.1,64.0,8601,Storm,1010.9
7496.0,2024-03-25 19:55,London,Spring,14.7,74.0,1.6,22.7,6398,Snow,996.5
7497.0,2024-09-07 12:25,London,Autumn,14.0,52.0,4.1,41.2,4354,Snow,1049.3
7498.0,2099-13-54 26:66,,Autumn,12.2,,0.3,39.7,6150,Fog,1025.9
7499.0,2024-04-02T17:40:00Z,London,Spring,12.1,54.0,5.8,250.0,7244,Clear,1019.4
7500.0,2024-07-14 22:34,London,Summer,,58.0,99.7,15.6,6292,Rain,1021.0
7501.0,2024-10-04 16:58,London,Autumn,10.0,71.0,19.7,21.9,368,Clear,1019.3
7502.0,,London,Winter,1.0,89.0,14.5,17.0,3381,Snow,993.5
7503.0,2024-04-12T21:04:00Z,London,Spring,14.9,45.0,6.3,300.0,4393,Rain,1046.7
7504.0,,London,Autumn,10.8,76.0,3.5,3.4,6471,Rain,1029.8
7505.0,2024-05-11 07:57,London,Spring,7.3,88.0,5.6,6.0,,Clear,993.8
7506.0,2024-06-12 08:17,London,Summer,15.3,29.0,0.5,11.3,43418,Snow,1047.2
7507.0,2024-04-21 16:02,London,Spring,9.4,97.0,7.6,300.0,3052,Snow,1020.8
7508.0,2024-01-09T06:21:00Z,London,Winter,6.9,51.0,2.1,28.8,4828,Rain,1016.9
7509.0,2024-06-07T04:36:00Z,London,Summer,21.7,54.0,7.8,11.2,8816,Clear,1001.9
7510.0,2024-04-03 08:43,London,Spring,9.0,200.0,7.8,31.4,,Clear,1022.9
7511.0,,London,Autumn,9.2,94.0,24.7,12.1,2910,Clear,1015.1
7512.0,2024-09-30 23:52,London,Autumn,12.6,26.0,9.3,10.9,3075,,990.4
7513.0,2024-01-05T21:09:00Z,London,Winter,0.6,93.0,12.0,62.9,6196,Rain,1013.7
,2024-06-11 15:40,London,Summer,15.8,81.0,5.0,6.0,3468,Clear,1005.5
7515.0,2024-04-23 13:20,London,Autumn,9.3,58.0,2.7,27.8,5503,Clear,1017.5
7516.0,2024-09-24 07:48,,Autumn,11.5,61.0,2.8,4.3,1099,Clear,1031.8
7517.0,2024-01-27 04:54,London,Winter,3.1,88.0,121.2,20.0,1768,Clear,1016.3
7518.0,,London,,28.2,61.0,61.5,28.1,2991,Rain,1011.8
7519.0,2024-04-17 19:15,,Spring,13.0,81.0,175.9,25.6,5457,Clear,971.5
7520.0,2024-01-03 15:55,London,Winter,4.8,77.0,6.9,29.9,35143,Rain,992.5
7521.0,2024-03-03T18:08:00Z,London,Spring,12.9,73.0,84.7,18.5,1212,Snow,1008.5
7522.0,2024-08-07 20:34,London,Summer,21.0,71.0,0.3,16.8,9681,Clear,1004.8
7523.0,2099-13-67 60:86,London,,25.2,45.0,1.5,12.6,3353,Clear,1032.9
7524.0,2024-07-21 01:06,London,Summer,16.7,84.0,,29.0,3451,Clear,1042.6
7525.0,2024-03-12 12:28,London,Spring,13.8,46.0,2.7,8.1,8429,Clear,1009.8
7526.0,2024-03-06T01:00:00Z,London,Spring,-50.0,,3.3,26.5,1443,Rain,1013.8
7527.0,2024-04-02 12:00,London,Spring,16.9,-10.0,10.3,80.0,2283,Clear,989.5
7528.0,2099-13-43 85:62,London,Summer,,91.0,0.1,,3362,Clear,991.3
7529.0,2024-06-26 21:04,London,Summer,18.6,56.0,3.1,40.8,1794,Clear,1020.5
7530.0,2024-01-25 13:20,London,Winter,-50.0,36.0,10.6,13.6,Very Poor,Clear,1020.7
7531.0,,London,Winter,1.8,64.0,5.3,26.8,9427,Fog,972.6
7532.0,2024-02-26T08:00:00Z,London,Winter,5.8,32.0,17.1,,8313,Rain,1027.4
7533.0,2099-13-80 79:61,London,,6.4,-10.0,6.3,8.2,1374,Rain,1026.1
7534.0,2024-06-26 18:16,London,Summer,15.9,38.0,2.9,3.4,1600,Fog,1027.8
7535.0,2024-04-14 23:11,London,Spring,10.3,93.0,,6.4,2371,Rain,994.2
7536.0,2024-02-12T14:50:00Z,London,Winter,6.5,62.0,2.5,9.4,5066,Clear,1003.4
7537.0,2024-04-08 04:15,London,Spring,15.3,59.0,0.9,13.2,5576,Fog,1035.9
7538.0,2024-04-17 12:40,London,Spring,14.5,29.0,88.5,29.0,970,Fog,
7539.0,2024-10-21 11:15,London,Autumn,9.0,35.0,0.9,,9616,Clear,1027.5
7540.0,2099-13-42 99:86,London,Autumn,12.7,87.0,1.4,8.6,7256,Rain,996.4
7541.0,2099-13-96 62:79,London,Autumn,,38.0,8.5,8.3,3114,Clear,976.8
7542.0,,London,Winter,-50.0,22.0,7.8,15.7,2019,Rain,1002.5
7543.0,2024-07-11T07:55:00Z,London,Summer,20.0,64.0,21.7,24.4,7123,Clear,1005.9
7544.0,,London,Autumn,100.0,69.0,138.0,5.9,3639,Clear,975.2
7545.0,,,,7.1,59.0,0.7,26.5,6764,Rain,1006.1
7546.0,2024-10-26 11:42,London,Autumn,8.8,83.0,1.4,56.0,9975,Rain,989.5
7547.0,16/08/2024 09PM,London,Summer,18.4,21.0,0.6,14.7,6701,Clear,1033.3
7548.0,2024-03-03 04:45,London,Spring,12.8,-5.0,3.3,34.5,2104,Rain,1023.7
7549.0,2024-03-04T04:40:00Z,London,Spring,13.6,33.0,3.9,60.2,2345,Rain,1030.1
7550.0,2024-05-22 07:06,London,Spring,14.3,52.0,1.9,40.6,Low,Clear,1036.8
7551.0,2099-13-90 34:93,London,Autumn,14.6,83.0,2.4,37.4,3155,Clear,1021.6
7552.0,2024-06-18 02:50,London,Summer,20.8,33.0,5.3,46.5,6796,Snow,1012.7
7553.0,24/03/2024 04AM,London,Spring,10.8,44.0,0.5,12.3,186,Snow,991.3
7554.0,2024-07-22 18:48,London,Summer,19.6,62.0,5.1,22.7,144,Fog,1028.6
7555.0,2099-13-48 67:71,London,Summer,22.2,35.0,3.6,24.5,177,Clear,1003.7
7556.0,2024-10-29T22:36:00Z,London,Autumn,,52.0,20.0,27.4,7589,,1022.2
7557.0,2024-01-24 19:30,London,Winter,7.3,44.0,3.9,17.3,3031,Fog,1033.6
7558.0,2024-05-30 00:30,London,Spring,11.6,21.0,0.9,4.7,3038,Rain,982.8
7559.0,,London,Summer,25.2,55.0,57.1,8.2,4993,Clear,1042.3
7560.0,2024-03-31T21:32:00Z,London,Spring,15.8,68.0,7.4,46.0,5033,Snow,999.4
7561.0,2024-03-13 14:28,London,Spring,13.2,60.0,4.6,18.1,5215,Rain,984.5
7562.0,2024-04-01 03:51,London,Spring,7.9,51.0,1.0,29.6,1891,Clear,1015.1
7563.0,2024-02-27 21:03,London,Winter,4.0,53.0,114.3,150.0,,Fog,1030.4
7564.0,2024-04-20T01:24:00Z,London,Spring,12.1,45.0,3.3,13.0,9890,Rain,1050.0
7565.0,2024-01-18 05:00,London,Winter,0.8,-5.0,4.7,11.5,7140,Clear,1020.0
7566.0,2024-02-14 09:20,London,Winter,-3.7,69.0,8.8,14.0,1703,Rain,1000.8
7567.0,2024-03-18 00:56,London,Spring,14.5,30.0,3.4,11.2,4368,Snow,1009.9
7568.0,,London,Winter,3.7,52.0,0.8,15.9,1395,Storm,1007.6
7569.0,2024-10-19 12:33,London,Autumn,17.6,54.0,0.0,23.8,9906,Clear,1001.0
7570.0,,London,Summer,21.1,57.0,175.2,21.6,9318,Clear,1031.0
7571.0,2024-01-22 01:54,London,Winter,4.5,92.0,6.3,20.1,648,Rain,1026.0
7572.0,20/02/2024 07PM,London,Winter,6.0,42.0,2.8,3.6,7174,Clear,1036.0
7573.0,2024-03-18 04:16,London,Spring,,55.0,0.4,26.2,5946,Clear,996.8
7574.0,2024-02-17 12:00,London,Winter,-0.1,86.0,4.3,10.2,622,Clear,1050.0
7575.0,2024-03-24T21:03:00Z,London,Spring,11.0,46.0,7.6,150.0,1731,Rain,1023.2
7576.0,2024-10-11 02:00,London,Autumn,11.1,92.0,5.5,57.8,8447,Storm,1044.6
7577.0,2024-05-20 08:54,London,Spring,13.8,-5.0,0.4,11.7,3578,Clear,1050.0
7578.0,2099-13-76 97:73,London,Spring,14.6,70.0,15.6,16.5,2220,Clear,997.8
7579.0,2024-06-05 00:11,London,Summer,17.3,90.0,2.9,6.8,2451,Fog,983.4
7580.0,2024-01-26 21:50,London,Winter,4.5,90.0,0.2,25.5,2933,Fog,1050.0
7581.0,2024-01-26 14:54,London,Winter,60.0,88.0,160.6,34.0,3341,Clear,1032.1
7582.0,2024-03-14T09:48:00Z,London,Spring,13.4,42.0,12.4,17.0,3889,Rain,1014.4
7583.0,2099-13-85 25:95,London,Autumn,11.7,30.0,12.0,18.4,5164,Clear,982.9
7584.0,2024-05-14 05:47,London,Winter,1.1,45.0,162.4,24.3,1199,Rain,1010.6
7585.0,2024-01-09 11:03,London,Winter,-1.0,60.0,5.7,6.5,4776,Rain,1050.0
7586.0,2024-09-24 16:28,London,Autumn,9.9,63.0,12.8,16.8,685,,1041.0
7587.0,,London,Spring,12.8,83.0,1.2,3.3,30124,Rain,1016.4
7588.0,2024-06-30T17:02:00Z,London,Summer,23.5,58.0,4.0,30.5,3574,Rain,1009.6
7589.0,28/01/2024 06AM,London,Winter,4.6,50.0,1.9,5.7,5133,Clear,972.7
7590.0,2099-13-49 69:62,London,Spring,19.1,74.0,2.3,14.6,7126,Storm,1015.0
7591.0,2024-03-16 03:34,London,Spring,13.9,22.0,0.2,7.5,1581,Clear,1004.6
7592.0,2024-10-21 06:07,London,Autumn,15.5,64.0,8.8,22.0,2540,Storm,1011.7
7593.0,2024-04-18 05:31,London,Spring,13.7,67.0,15.0,12.9,,Rain,1016.3
7594.0,2024-01-27 08:24,London,Winter,1.9,89.0,4.4,28.7,4216,Clear,1013.7
7595.0,16/04/2024 04AM,London,Spring,10.7,21.0,8.5,18.5,434,Clear,984.1
7596.0,2099-13-63 85:63,London,,6.7,41.0,4.4,16.9,4631,Clear,1050.0
7597.0,2024-01-21T06:00:00Z,London,Winter,5.5,77.0,0.1,37.1,4510,Clear,1018.1
